Resume Preview,Java Developer_0,Java Developer_1,Java Developer_2,DevOps Engineer_3,DevOps Engineer_4,DevOps Engineer_5,Python Developer_6,Python Developer_7,Python Developer_8,Operations Manager_9,Operations Manager_10,Operations Manager_11,Network Security Engineer_12,Network Security Engineer_13,Network Security Engineer_14,Testing_15,Testing_16,Testing_17,Civil Engineer_18,Civil Engineer_19,Civil Engineer_20,Automation Testing_21,Automation Testing_22,Automation Testing_23,Business Analyst_24,Business Analyst_25,Business Analyst_26,Advocate_27,Advocate_28,Advocate_29,Blockchain_30,Blockchain_31,Blockchain_32,Mechanical Engineer_33,Mechanical Engineer_34,Mechanical Engineer_35,SAP Developer_36,SAP Developer_37,SAP Developer_38,Health and fitness_39,Health and fitness_40,Health and fitness_41,Sales_42,Sales_43,Sales_44,Database_45,Database_46,Database_47,Data Science_48,Data Science_49,Data Science_50,Electrical Engineering_51,Electrical Engineering_52,Electrical Engineering_53,Web Designing_54,Web Designing_55,Web Designing_56,DotNet Developer_57,DotNet Developer_58,DotNet Developer_59,Hadoop_60,Hadoop_61,Hadoop_62,PMO_63,PMO_64,PMO_65,HR_66,HR_67,HR_68,Arts_69,Arts_70,Arts_71,ETL Developer_72,ETL Developer_73,ETL Developer_74
"TECHNICAL PROFICIENCIES Platform: Ubuntu/Fedora/Cent OS/Windows Database: MySQL Languages: Python, T...",0.47,0.4058,0.5278,0.4046,0.3863,0.3505,0.5111,0.5726,0.6094,0.3953,0.3897,0.4293,0.3912,0.3943,0.4033,0.4141,0.3843,0.3993,0.3857,0.3814,0.3886,0.4162,0.3842,0.3901,0.3499,0.3453,0.3344,0.373,0.3586,0.3782,0.3944,0.3911,0.3984,0.4182,0.3884,0.3925,0.4108,0.3968,0.3919,0.3615,0.3526,0.3617,0.3889,0.3617,0.374,0.5007,0.4755,0.506,0.5072,0.4845,0.5115,0.4022,0.3812,0.4054,0.4328,0.414,0.4144,0.4441,0.4277,0.4197,0.4042,0.4014,0.3768,0.3862,0.3925,0.373,0.4366,0.4276,0.3885,0.3868,0.3594,0.3622,0.4291,0.4151,0.4156
"Technical Skills: Languages Python Python Framework Django, DRF Databases MySQL, Oracle, Sqlite, Mon...",0.4324,0.3793,0.439,0.4546,0.362,0.3494,0.5812,0.5461,0.5631,0.437,0.4376,0.4526,0.3788,0.3878,0.3906,0.4002,0.3801,0.3976,0.3863,0.3812,0.4002,0.4285,0.406,0.399,0.3524,0.3414,0.3268,0.3876,0.3993,0.4036,0.4064,0.4106,0.4258,0.427,0.4078,0.3969,0.3728,0.356,0.3713,0.3564,0.3559,0.3866,0.3886,0.3879,0.3935,0.463,0.4539,0.459,0.4439,0.4498,0.4492,0.4087,0.41,0.4302,0.4294,0.4426,0.4368,0.3965,0.385,0.3955,0.3526,0.3626,0.3383,0.4124,0.4225,0.4203,0.4515,0.4296,0.4272,0.3896,0.3786,0.3946,0.3528,0.3465,0.3603
"Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2...",0.3826,0.3641,0.4464,0.3354,0.3965,0.3143,0.2879,0.4184,0.3611,0.3898,0.4097,0.4053,0.4207,0.449,0.4356,0.4448,0.437,0.4256,0.3939,0.4072,0.408,0.4375,0.4251,0.4309,0.3636,0.3782,0.3642,0.4457,0.4359,0.4167,0.388,0.3886,0.3791,0.4504,0.4477,0.4656,0.4117,0.4367,0.3969,0.4495,0.4607,0.4336,0.4028,0.3911,0.385,0.3935,0.3891,0.395,0.4739,0.4503,0.4501,0.454,0.4377,0.4301,0.4058,0.4071,0.3767,0.4383,0.4555,0.4202,0.3314,0.3408,0.3025,0.4314,0.4409,0.3961,0.457,0.4655,0.4005,0.4732,0.4528,0.4316,0.408,0.4143,0.3746
"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled ...",0.5451,0.5354,0.5684,0.5008,0.4632,0.4157,0.5893,0.6056,0.66,0.5309,0.5359,0.5653,0.4723,0.484,0.4872,0.5058,0.4896,0.5146,0.439,0.4593,0.4578,0.501,0.5013,0.5105,0.5079,0.5229,0.5017,0.4983,0.496,0.4961,0.5094,0.5075,0.5272,0.4496,0.4587,0.4534,0.53,0.528,0.5216,0.4717,0.4736,0.4871,0.545,0.5214,0.5408,0.5753,0.5613,0.6005,0.5757,0.5685,0.5755,0.4948,0.477,0.4702,0.5356,0.5297,0.5393,0.5407,0.5418,0.531,0.4678,0.4743,0.4782,0.5342,0.5507,0.5401,0.568,0.5731,0.5472,0.523,0.5177,0.5214,0.4956,0.4928,0.4761
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Technical Skills Key Skills MS Technology .Net, SharePoint, MS SQL and Oracle PL/SQL Project Managem...",0.6275,0.5816,0.5498,0.5382,0.5689,0.4958,0.5058,0.5729,0.4837,0.6131,0.6026,0.5938,0.5795,0.5817,0.5834,0.5617,0.539,0.5474,0.5511,0.5566,0.5517,0.5592,0.5701,0.5545,0.5316,0.5427,0.5149,0.5626,0.564,0.537,0.5666,0.5568,0.572,0.5224,0.5516,0.5349,0.6102,0.5962,0.5992,0.5417,0.5414,0.5461,0.5916,0.588,0.5935,0.6449,0.6353,0.6357,0.6304,0.6395,0.5885,0.5695,0.5662,0.534,0.6268,0.6321,0.6276,0.6386,0.6277,0.6329,0.4935,0.4981,0.4977,0.5752,0.5868,0.5767,0.6281,0.6158,0.6105,0.5987,0.5923,0.5854,0.5468,0.5352,0.5009
Core skills â¢ Project / Program Management â¢ Agile / Scrum Management â¢ Risk /Client Managemen...,0.5427,0.4973,0.5173,0.4517,0.4993,0.4087,0.44,0.4893,0.4799,0.5535,0.5478,0.5648,0.4974,0.5005,0.5062,0.6015,0.5798,0.6039,0.5041,0.5166,0.5175,0.582,0.5773,0.5799,0.542,0.539,0.5344,0.5532,0.5493,0.5553,0.5153,0.5171,0.5434,0.4664,0.4831,0.4748,0.5365,0.5228,0.5369,0.4919,0.4939,0.5269,0.605,0.594,0.6112,0.6147,0.6043,0.6286,0.5683,0.5772,0.5658,0.5058,0.521,0.5058,0.5267,0.5346,0.543,0.5654,0.5407,0.564,0.4766,0.4862,0.4837,0.5411,0.5518,0.5749,0.5874,0.5862,0.5817,0.5122,0.4915,0.5165,0.4878,0.4901,0.4843
"Total IT Experience 15 years. Core expertise in Data Base Design, PHP, Python, MySql, JavaScript, HT...",0.5562,0.5175,0.5091,0.5237,0.5027,0.4255,0.492,0.5209,0.5088,0.5405,0.5477,0.5469,0.4557,0.4726,0.467,0.5362,0.5317,0.5337,0.4846,0.5026,0.5046,0.5124,0.5098,0.5041,0.4553,0.4633,0.4499,0.5254,0.5378,0.5213,0.5002,0.5151,0.5257,0.4929,0.5097,0.5,0.4934,0.5056,0.4983,0.4955,0.5119,0.5253,0.5162,0.5248,0.5254,0.5681,0.5719,0.5693,0.5579,0.5568,0.5454,0.4931,0.5137,0.5038,0.5219,0.5434,0.5257,0.4999,0.5047,0.5114,0.4425,0.4609,0.4362,0.5367,0.5607,0.5502,0.5834,0.5891,0.5641,0.5237,0.5105,0.5167,0.4545,0.4765,0.4548
"TECHNICAL SKILLS â¢ HP ALM, RTC and JIRA â¢ AS400 (iSeries) with SQL â¢ Test Automation: X- Frame...",0.495,0.4256,0.4903,0.4193,0.4951,0.3824,0.4084,0.4489,0.4198,0.5591,0.5714,0.5643,0.5267,0.5482,0.5462,0.5889,0.5747,0.5859,0.5213,0.5322,0.5443,0.5795,0.5818,0.5755,0.5048,0.4911,0.4865,0.4792,0.5004,0.4784,0.4653,0.4678,0.5008,0.5134,0.5321,0.5212,0.5183,0.5102,0.5171,0.4786,0.4843,0.5238,0.5247,0.5169,0.5301,0.5555,0.549,0.5638,0.6062,0.5849,0.5799,0.5212,0.5427,0.5268,0.4969,0.5195,0.5095,0.5198,0.507,0.5203,0.4287,0.4349,0.4406,0.5036,0.5153,0.5294,0.5672,0.5401,0.5397,0.5006,0.4774,0.5161,0.4732,0.4827,0.467
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Req...,0.6203,0.5803,0.5854,0.683,0.5876,0.5693,0.4724,0.6092,0.5517,0.5228,0.4924,0.4932,0.4644,0.4491,0.4588,0.5221,0.5047,0.4866,0.4466,0.4387,0.435,0.5414,0.5239,0.5146,0.3329,0.3533,0.3296,0.4964,0.4824,0.4721,0.4838,0.477,0.4554,0.443,0.4432,0.4464,0.4794,0.482,0.4661,0.4187,0.4185,0.3872,0.4761,0.4887,0.4718,0.5167,0.5097,0.4763,0.4939,0.5101,0.4682,0.4777,0.46,0.4617,0.4582,0.4534,0.4399,0.5222,0.5212,0.5131,0.4755,0.4803,0.434,0.5274,0.5396,0.5018,0.5152,0.5254,0.4943,0.4621,0.4657,0.4148,0.448,0.4369,0.3949
"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Po...",0.4681,0.4367,0.3889,0.6116,0.4781,0.4411,0.3906,0.5678,0.4243,0.4083,0.3855,0.4124,0.3969,0.3904,0.4027,0.4075,0.3899,0.4038,0.3843,0.4246,0.3897,0.445,0.4616,0.4499,0.3293,0.3549,0.3484,0.3835,0.3591,0.3715,0.4047,0.4007,0.3959,0.3846,0.4238,0.4143,0.431,0.4133,0.4089,0.3787,0.3776,0.3651,0.4159,0.3835,0.3931,0.4161,0.4096,0.4434,0.4414,0.4599,0.4441,0.421,0.4409,0.422,0.4189,0.3962,0.4115,0.4415,0.4208,0.4257,0.4575,0.4615,0.467,0.4073,0.4186,0.3952,0.4023,0.4258,0.413,0.3902,0.3965,0.3655,0.4025,0.3908,0.3746
"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery...",0.5671,0.4893,0.6279,0.4535,0.486,0.4027,0.4979,0.5388,0.5513,0.5566,0.534,0.5372,0.5426,0.54,0.536,0.5329,0.5173,0.5137,0.5301,0.5215,0.5162,0.5291,0.5324,0.512,0.454,0.4661,0.4382,0.4988,0.5038,0.4858,0.4896,0.4899,0.4898,0.495,0.5108,0.4917,0.5137,0.5052,0.5154,0.4705,0.4811,0.4689,0.5119,0.5288,0.5233,0.6116,0.6021,0.5878,0.5976,0.6172,0.5752,0.5276,0.5286,0.513,0.5616,0.5683,0.5686,0.5473,0.5456,0.5503,0.4533,0.4643,0.4385,0.5156,0.5376,0.5273,0.5562,0.5548,0.5447,0.5002,0.5004,0.4756,0.4857,0.4842,0.4551
